run_id,model_id,issue_id,score
2026-03-15_15-32,gpt-4o,E7,0
2026-03-15_15-32,gpt-4o,E8,0
2026-03-15_15-32,gpt-4o,F1,0
2026-03-15_15-32,gpt-4o,F2,0
2026-03-15_15-32,gpt-4o,F3,0
2026-03-15_15-32,gpt-4o,F4,0
2026-03-15_15-32,gpt-4o,G1,0
2026-03-15_15-32,gpt-4o,G2,0
2026-03-15_15-32,gpt-4o,G3,0
2026-03-15_15-32,gpt-4o,G4,0
2026-03-15_15-32,gpt-4o,G5,0
2026-03-15_15-32,gpt-4o,G6,0.5
2026-03-15_15-32,gpt-4o,G7,0
2026-03-15_15-32,gpt-4o,G8,0
2026-03-15_15-32,gpt-4o,G9,0
2026-03-15_15-32,gpt-4o,G10,0
2026-03-15_15-32,gpt-4o,G11,0
2026-03-15_15-32,gpt-4o,G12,0
2026-03-15_15-32,gpt-4o,G13,0
2026-03-15_15-32,gpt-4o,G14,0
2026-03-15_15-32,gpt-4o,G15,0
2026-03-15_15-32,gpt-4o,G16,0
2026-03-15_15-36,claude-sonnet-4-0,A1,1
2026-03-15_15-36,claude-sonnet-4-0,A2,0
2026-03-15_15-36,claude-sonnet-4-0,A3,0
2026-03-15_15-36,claude-sonnet-4-0,A4,0
2026-03-15_15-36,claude-sonnet-4-0,A5,0
2026-03-15_15-36,claude-sonnet-4-0,A6,0
2026-03-15_15-36,claude-sonnet-4-0,A9,0
2026-03-15_15-36,claude-sonnet-4-0,A10,0
2026-03-15_15-36,claude-sonnet-4-0,A11,0
2026-03-15_15-36,claude-sonnet-4-0,B1,0
2026-03-15_15-36,claude-sonnet-4-0,B2,0
2026-03-15_15-36,claude-sonnet-4-0,B3,0
2026-03-15_15-36,claude-sonnet-4-0,B4,0
2026-03-15_15-36,claude-sonnet-4-0,B5,0
2026-03-15_15-36,claude-sonnet-4-0,B6,0
2026-03-15_15-36,claude-sonnet-4-0,C1,0
2026-03-15_15-36,claude-sonnet-4-0,C2,0
2026-03-15_15-36,claude-sonnet-4-0,C3,0
2026-03-15_15-36,claude-sonnet-4-0,C4,0
2026-03-15_15-36,claude-sonnet-4-0,C5,0.5
2026-03-15_15-36,claude-sonnet-4-0,C6,0
2026-03-15_15-36,claude-sonnet-4-0,C7,0
2026-03-15_15-36,claude-sonnet-4-0,C8,0
2026-03-15_15-36,claude-sonnet-4-0,C9,0
2026-03-15_15-36,claude-sonnet-4-0,D1,0
2026-03-15_15-36,claude-sonnet-4-0,D2,0
2026-03-15_15-36,claude-sonnet-4-0,D3,0
2026-03-15_15-36,claude-sonnet-4-0,D4,0
2026-03-15_15-36,claude-sonnet-4-0,D5,0
2026-03-15_15-36,claude-sonnet-4-0,D6,0
2026-03-15_15-36,claude-sonnet-4-0,E1,0
2026-03-15_15-36,claude-sonnet-4-0,E2,0
2026-03-15_15-36,claude-sonnet-4-0,E3,0.5
2026-03-15_15-36,claude-sonnet-4-0,E4,1
2026-03-15_15-36,claude-sonnet-4-0,E5,0
2026-03-15_15-36,claude-sonnet-4-0,E6,0
2026-03-15_15-36,claude-sonnet-4-0,E7,0
2026-03-15_15-36,claude-sonnet-4-0,E8,0
2026-03-15_15-36,claude-sonnet-4-0,F1,0
2026-03-15_15-36,claude-sonnet-4-0,F2,0
2026-03-15_15-36,claude-sonnet-4-0,F3,0
2026-03-15_15-36,claude-sonnet-4-0,F4,0
2026-03-15_15-36,claude-sonnet-4-0,G1,0
2026-03-15_15-36,claude-sonnet-4-0,G2,0
2026-03-15_15-36,claude-sonnet-4-0,G3,0
2026-03-15_15-36,claude-sonnet-4-0,G4,0
2026-03-15_15-36,claude-sonnet-4-0,G5,0
2026-03-15_15-36,claude-sonnet-4-0,G6,0.5
2026-03-15_15-36,claude-sonnet-4-0,G7,0
2026-03-15_15-36,claude-sonnet-4-0,G8,0
2026-03-15_15-36,claude-sonnet-4-0,G9,0
2026-03-15_15-36,claude-sonnet-4-0,G10,0
2026-03-15_15-36,claude-sonnet-4-0,G11,0
2026-03-15_15-36,claude-sonnet-4-0,G12,0
2026-03-15_15-36,claude-sonnet-4-0,G13,0
2026-03-15_15-36,claude-sonnet-4-0,G14,0
2026-03-15_15-36,claude-sonnet-4-0,G15,0
2026-03-15_15-36,claude-sonnet-4-0,G16,0
2026-04-18_23-35,claude-opus-4-7,A1,0
2026-04-18_23-35,claude-opus-4-7,A2,0
2026-04-18_23-35,claude-opus-4-7,A3,0
2026-04-18_23-35,claude-opus-4-7,A4,0
2026-04-18_23-35,claude-opus-4-7,A5,0
2026-04-18_23-35,claude-opus-4-7,A6,0
2026-04-18_23-35,claude-opus-4-7,A9,0
2026-04-18_23-35,claude-opus-4-7,A10,0
2026-04-18_23-35,claude-opus-4-7,A11,0
2026-04-18_23-35,claude-opus-4-7,B1,0
2026-04-18_23-35,claude-opus-4-7,B2,1
2026-04-18_23-35,claude-opus-4-7,B3,0
2026-04-18_23-35,claude-opus-4-7,B4,0
2026-04-18_23-35,claude-opus-4-7,B5,1
2026-04-18_23-35,claude-opus-4-7,B6,1
2026-04-18_23-35,claude-opus-4-7,C1,1
2026-04-18_23-35,claude-opus-4-7,C2,1
2026-04-18_23-35,claude-opus-4-7,C3,0.5
2026-04-18_23-35,claude-opus-4-7,C4,1
2026-04-18_23-35,claude-opus-4-7,C5,1
2026-04-18_23-35,claude-opus-4-7,C6,0
2026-04-18_23-35,claude-opus-4-7,C7,1
2026-04-18_23-35,claude-opus-4-7,C8,0
2026-04-18_23-35,claude-opus-4-7,C9,0
2026-04-18_23-35,claude-opus-4-7,D1,1
2026-04-18_23-35,claude-opus-4-7,D2,1
2026-04-18_23-35,claude-opus-4-7,D3,0
2026-04-18_23-35,claude-opus-4-7,D4,1
2026-04-18_23-35,claude-opus-4-7,D5,0
2026-04-18_23-35,claude-opus-4-7,D6,0
2026-04-18_23-35,claude-opus-4-7,E1,0
2026-04-18_23-35,claude-opus-4-7,E2,1
2026-04-18_23-35,claude-opus-4-7,E3,1
2026-04-18_23-35,claude-opus-4-7,E4,1
2026-04-18_23-35,claude-opus-4-7,E5,1
2026-04-18_23-35,claude-opus-4-7,E6,1
2026-04-18_23-35,claude-opus-4-7,E7,1
2026-04-18_23-35,claude-opus-4-7,E8,1
2026-04-18_23-35,claude-opus-4-7,F1,0
2026-04-18_23-35,claude-opus-4-7,F2,0
2026-04-18_23-35,claude-opus-4-7,F3,0.5
2026-04-18_23-35,claude-opus-4-7,F4,0
2026-04-18_23-35,claude-opus-4-7,G1,0
2026-04-18_23-35,claude-opus-4-7,G2,0
2026-04-18_23-35,claude-opus-4-7,G3,0
2026-04-18_23-35,claude-opus-4-7,G4,1
2026-04-18_23-35,claude-opus-4-7,G5,0
2026-04-18_23-35,claude-opus-4-7,G6,1
2026-04-18_23-35,claude-opus-4-7,G7,0
2026-04-18_23-35,claude-opus-4-7,G8,1
2026-04-18_23-35,claude-opus-4-7,G9,0
2026-04-18_23-35,claude-opus-4-7,G10,0
2026-04-18_23-35,claude-opus-4-7,G11,0
2026-04-18_23-35,claude-opus-4-7,G12,1
2026-04-18_23-35,claude-opus-4-7,G13,0
2026-04-18_23-35,claude-opus-4-7,G14,0
2026-04-18_23-35,claude-opus-4-7,G15,0
2026-04-18_23-35,claude-opus-4-7,G16,0
2026-05-09_03-28,gpt-5.5,A1,1
2026-05-09_03-28,gpt-5.5,A2,0
2026-05-09_03-28,gpt-5.5,A3,0
2026-05-09_03-28,gpt-5.5,A4,1
2026-05-09_03-28,gpt-5.5,A5,1
2026-05-09_03-28,gpt-5.5,A6,1
2026-05-09_03-28,gpt-5.5,A9,0
2026-05-09_03-28,gpt-5.5,A10,1
2026-05-09_03-28,gpt-5.5,A11,1
2026-05-09_03-28,gpt-5.5,B1,0
2026-05-09_03-28,gpt-5.5,B2,1
2026-05-09_03-28,gpt-5.5,B3,0
2026-05-09_03-28,gpt-5.5,B4,0
2026-05-09_03-28,gpt-5.5,B5,1
2026-05-09_03-28,gpt-5.5,B6,0
2026-05-09_03-28,gpt-5.5,C1,1
2026-05-09_03-28,gpt-5.5,C2,1
2026-05-09_03-28,gpt-5.5,C3,0
2026-05-09_03-28,gpt-5.5,C4,1
2026-05-09_03-28,gpt-5.5,C5,1
2026-05-09_03-28,gpt-5.5,C6,1
2026-05-09_03-28,gpt-5.5,C7,0
2026-05-09_03-28,gpt-5.5,C8,0
2026-05-09_03-28,gpt-5.5,C9,0
2026-05-09_03-28,gpt-5.5,D1,0.5
2026-05-09_03-28,gpt-5.5,D2,0
2026-05-09_03-28,gpt-5.5,D3,0
2026-05-09_03-28,gpt-5.5,D4,0
2026-05-09_03-28,gpt-5.5,D5,0
2026-05-09_03-28,gpt-5.5,D6,0
2026-05-09_03-28,gpt-5.5,E1,0
2026-05-09_03-28,gpt-5.5,E2,1
2026-05-09_03-28,gpt-5.5,E3,1
2026-05-09_03-28,gpt-5.5,E4,1
2026-05-09_03-28,gpt-5.5,E5,1
2026-05-09_03-28,gpt-5.5,E6,1
2026-05-09_03-28,gpt-5.5,E7,1
2026-05-09_03-28,gpt-5.5,E8,1
2026-05-09_03-28,gpt-5.5,F1,0
2026-05-09_03-28,gpt-5.5,F2,0
2026-05-09_03-28,gpt-5.5,F3,1
2026-05-09_03-28,gpt-5.5,F4,0
2026-05-09_03-28,gpt-5.5,G1,0
2026-05-09_03-28,gpt-5.5,G2,0
2026-05-09_03-28,gpt-5.5,G3,0
2026-05-09_03-28,gpt-5.5,G4,1
2026-05-09_03-28,gpt-5.5,G5,0
2026-05-09_03-28,gpt-5.5,G6,0.5
2026-05-09_03-28,gpt-5.5,G7,0
2026-05-09_03-28,gpt-5.5,G8,0
2026-05-09_03-28,gpt-5.5,G9,1
2026-05-09_03-28,gpt-5.5,G10,0
2026-05-09_03-28,gpt-5.5,G11,0
2026-05-09_03-28,gpt-5.5,G12,1
2026-05-09_03-28,gpt-5.5,G13,0
2026-05-09_03-28,gpt-5.5,G14,0
2026-05-09_03-28,gpt-5.5,G15,1
2026-05-09_03-28,gpt-5.5,G16,0
2026-05-09_03-58,gpt-5.5-pro,A1,1
2026-05-09_03-58,gpt-5.5-pro,A2,0
2026-05-09_03-58,gpt-5.5-pro,A3,0
2026-05-09_03-58,gpt-5.5-pro,A4,1
2026-05-09_03-58,gpt-5.5-pro,A5,0
2026-05-09_03-58,gpt-5.5-pro,A6,1
2026-05-09_03-58,gpt-5.5-pro,A9,0
2026-05-09_03-58,gpt-5.5-pro,A10,0
2026-05-09_03-58,gpt-5.5-pro,A11,1
2026-05-09_03-58,gpt-5.5-pro,B1,0
2026-05-09_03-58,gpt-5.5-pro,B2,1
2026-05-09_03-58,gpt-5.5-pro,B3,0
2026-05-09_03-58,gpt-5.5-pro,B4,0
2026-05-09_03-58,gpt-5.5-pro,B5,0
2026-05-09_03-58,gpt-5.5-pro,B6,0
2026-05-09_03-58,gpt-5.5-pro,C1,1
2026-05-09_03-58,gpt-5.5-pro,C2,1
2026-05-09_03-58,gpt-5.5-pro,C3,1
2026-05-09_03-58,gpt-5.5-pro,C4,1
2026-05-09_03-58,gpt-5.5-pro,C5,1
2026-05-09_03-58,gpt-5.5-pro,C6,1
2026-05-09_03-58,gpt-5.5-pro,C7,0
2026-05-09_03-58,gpt-5.5-pro,C8,0
2026-05-09_03-58,gpt-5.5-pro,C9,1
2026-05-09_03-58,gpt-5.5-pro,D1,0
2026-05-09_03-58,gpt-5.5-pro,D2,0
2026-05-09_03-58,gpt-5.5-pro,D3,0
2026-05-09_03-58,gpt-5.5-pro,D4,0
2026-05-09_03-58,gpt-5.5-pro,D5,0
2026-05-09_03-58,gpt-5.5-pro,D6,0.5
2026-05-09_03-58,gpt-5.5-pro,E1,0
2026-05-09_03-58,gpt-5.5-pro,E2,1
2026-05-09_03-58,gpt-5.5-pro,E3,1
2026-05-09_03-58,gpt-5.5-pro,E4,1
2026-05-09_03-58,gpt-5.5-pro,E5,0.5
2026-05-09_03-58,gpt-5.5-pro,E6,0
2026-05-09_03-58,gpt-5.5-pro,E7,1
2026-05-09_03-58,gpt-5.5-pro,E8,1
2026-05-09_03-58,gpt-5.5-pro,F1,0
2026-05-09_03-58,gpt-5.5-pro,F2,0
2026-05-09_03-58,gpt-5.5-pro,F3,1
2026-05-09_03-58,gpt-5.5-pro,F4,0
2026-05-09_03-58,gpt-5.5-pro,G1,0
2026-05-09_03-58,gpt-5.5-pro,G2,0
2026-05-09_03-58,gpt-5.5-pro,G3,0
2026-05-09_03-58,gpt-5.5-pro,G4,1
2026-05-09_03-58,gpt-5.5-pro,G5,0
2026-05-09_03-58,gpt-5.5-pro,G6,0.5
2026-05-09_03-58,gpt-5.5-pro,G7,0
2026-05-09_03-58,gpt-5.5-pro,G8,0
2026-05-09_03-58,gpt-5.5-pro,G9,1
2026-05-09_03-58,gpt-5.5-pro,G10,0
2026-05-09_03-58,gpt-5.5-pro,G11,0.5
2026-05-09_03-58,gpt-5.5-pro,G12,1
2026-05-09_03-58,gpt-5.5-pro,G13,0
2026-05-09_03-58,gpt-5.5-pro,G14,0
2026-05-09_03-58,gpt-5.5-pro,G15,1
2026-05-09_03-58,gpt-5.5-pro,G16,0
2026-06-07_21-33,claude-opus-4-8,A1,0
2026-06-07_21-33,claude-opus-4-8,A2,0
2026-06-07_21-33,claude-opus-4-8,A3,0
2026-06-07_21-33,claude-opus-4-8,A4,0
2026-06-07_21-33,claude-opus-4-8,A5,0
2026-06-07_21-33,claude-opus-4-8,A6,1
2026-06-07_21-33,claude-opus-4-8,A9,0
2026-06-07_21-33,claude-opus-4-8,A10,0.5
2026-06-07_21-33,claude-opus-4-8,A11,0
2026-06-07_21-33,claude-opus-4-8,B1,0.5
2026-06-07_21-33,claude-opus-4-8,B2,1
2026-06-07_21-33,claude-opus-4-8,B3,0
2026-06-07_21-33,claude-opus-4-8,B4,0
2026-06-07_21-33,claude-opus-4-8,B5,1
2026-06-07_21-33,claude-opus-4-8,B6,0
2026-06-07_21-33,claude-opus-4-8,C1,1
2026-06-07_21-33,claude-opus-4-8,C2,1
2026-06-07_21-33,claude-opus-4-8,C3,0.5
2026-06-07_21-33,claude-opus-4-8,C4,1
2026-06-07_21-33,claude-opus-4-8,C5,1
2026-06-07_21-33,claude-opus-4-8,C6,0
2026-06-07_21-33,claude-opus-4-8,C7,0
2026-06-07_21-33,claude-opus-4-8,C8,0
2026-06-07_21-33,claude-opus-4-8,C9,0
2026-06-07_21-33,claude-opus-4-8,D1,0
2026-06-07_21-33,claude-opus-4-8,D2,1
2026-06-07_21-33,claude-opus-4-8,D3,0
2026-06-07_21-33,claude-opus-4-8,D4,0
2026-06-07_21-33,claude-opus-4-8,D5,0
2026-06-07_21-33,claude-opus-4-8,D6,0
2026-06-07_21-33,claude-opus-4-8,E1,0
2026-06-07_21-33,claude-opus-4-8,E2,1
2026-06-07_21-33,claude-opus-4-8,E3,1
2026-06-07_21-33,claude-opus-4-8,E4,0.5
2026-06-07_21-33,claude-opus-4-8,E5,1
2026-06-07_21-33,claude-opus-4-8,E6,0
2026-06-07_21-33,claude-opus-4-8,E7,1
2026-06-07_21-33,claude-opus-4-8,E8,1
2026-06-07_21-33,claude-opus-4-8,F1,0
2026-06-07_21-33,claude-opus-4-8,F2,0
2026-06-07_21-33,claude-opus-4-8,F3,1
2026-06-07_21-33,claude-opus-4-8,F4,0
2026-06-07_21-33,claude-opus-4-8,G1,0
2026-06-07_21-33,claude-opus-4-8,G2,0
2026-06-07_21-33,claude-opus-4-8,G3,0
2026-06-07_21-33,claude-opus-4-8,G4,0
2026-06-07_21-33,claude-opus-4-8,G5,0
2026-06-07_21-33,claude-opus-4-8,G6,1
2026-06-07_21-33,claude-opus-4-8,G7,0
2026-06-07_21-33,claude-opus-4-8,G8,1
2026-06-07_21-33,claude-opus-4-8,G9,0.5
2026-06-07_21-33,claude-opus-4-8,G10,0
2026-06-07_21-33,claude-opus-4-8,G11,0
2026-06-07_21-33,claude-opus-4-8,G12,1
2026-06-07_21-33,claude-opus-4-8,G13,0
2026-06-07_21-33,claude-opus-4-8,G14,0
2026-06-07_21-33,claude-opus-4-8,G15,0
2026-06-07_21-33,claude-opus-4-8,G16,0
2026-06-07_22-02,claude-opus-4-8,A1,1
2026-06-07_22-02,claude-opus-4-8,A2,0
2026-06-07_22-02,claude-opus-4-8,A3,0
2026-06-07_22-02,claude-opus-4-8,A4,1
2026-06-07_22-02,claude-opus-4-8,A5,1
2026-06-07_22-02,claude-opus-4-8,A6,1
2026-06-07_22-02,claude-opus-4-8,A9,0
2026-06-07_22-02,claude-opus-4-8,A10,0
2026-06-07_22-02,claude-opus-4-8,A11,0
2026-06-07_22-02,claude-opus-4-8,B1,0
2026-06-07_22-02,claude-opus-4-8,B2,1
2026-06-07_22-02,claude-opus-4-8,B3,0
2026-06-07_22-02,claude-opus-4-8,B4,0
2026-06-07_22-02,claude-opus-4-8,B5,1
2026-06-07_22-02,claude-opus-4-8,B6,1
2026-06-07_22-02,claude-opus-4-8,C1,1
2026-06-07_22-02,claude-opus-4-8,C2,1
2026-06-07_22-02,claude-opus-4-8,C3,0.5
2026-06-07_22-02,claude-opus-4-8,C4,1
2026-06-07_22-02,claude-opus-4-8,C5,1
2026-06-07_22-02,claude-opus-4-8,C6,0
2026-06-07_22-02,claude-opus-4-8,C7,0
2026-06-07_22-02,claude-opus-4-8,C8,0
2026-06-07_22-02,claude-opus-4-8,C9,1
2026-06-07_22-02,claude-opus-4-8,D1,0
2026-06-07_22-02,claude-opus-4-8,D2,0
2026-06-07_22-02,claude-opus-4-8,D3,0
2026-06-07_22-02,claude-opus-4-8,D4,0
2026-06-07_22-02,claude-opus-4-8,D5,0
2026-06-07_22-02,claude-opus-4-8,D6,0
2026-06-07_22-02,claude-opus-4-8,E1,0
2026-06-07_22-02,claude-opus-4-8,E2,1
2026-06-07_22-02,claude-opus-4-8,E3,1
2026-06-07_22-02,claude-opus-4-8,E4,0.5
2026-06-07_22-02,claude-opus-4-8,E5,0.5
2026-06-07_22-02,claude-opus-4-8,E6,0
2026-06-07_22-02,claude-opus-4-8,E7,1
2026-06-07_22-02,claude-opus-4-8,E8,1
2026-06-07_22-02,claude-opus-4-8,F1,0
2026-06-07_22-02,claude-opus-4-8,F2,0
2026-06-07_22-02,claude-opus-4-8,F3,1
2026-06-07_22-02,claude-opus-4-8,F4,0
2026-06-07_22-02,claude-opus-4-8,G1,0
2026-06-07_22-02,claude-opus-4-8,G2,0
2026-06-07_22-02,claude-opus-4-8,G3,0
2026-06-07_22-02,claude-opus-4-8,G4,0
2026-06-07_22-02,claude-opus-4-8,G5,0
2026-06-07_22-02,claude-opus-4-8,G6,1
2026-06-07_22-02,claude-opus-4-8,G7,0
2026-06-07_22-02,claude-opus-4-8,G8,1
2026-06-07_22-02,claude-opus-4-8,G9,1
2026-06-07_22-02,claude-opus-4-8,G10,0
2026-06-07_22-02,claude-opus-4-8,G11,0
2026-06-07_22-02,claude-opus-4-8,G12,1
2026-06-07_22-02,claude-opus-4-8,G13,0
2026-06-07_22-02,claude-opus-4-8,G14,0
2026-06-07_22-02,claude-opus-4-8,G15,1
2026-06-07_22-02,claude-opus-4-8,G16,1
2026-07-02_02-24,claude-fable-5,A1,1
2026-07-02_02-24,claude-fable-5,A2,0
2026-07-02_02-24,claude-fable-5,A3,0
2026-07-02_02-24,claude-fable-5,A4,1
2026-07-02_02-24,claude-fable-5,A5,1
2026-07-02_02-24,claude-fable-5,A6,1
2026-07-02_02-24,claude-fable-5,A9,0
2026-07-02_02-24,claude-fable-5,A10,0
2026-07-02_02-24,claude-fable-5,A11,1
2026-07-02_02-24,claude-fable-5,B1,0
2026-07-02_02-24,claude-fable-5,B2,1
2026-07-02_02-24,claude-fable-5,B3,1
2026-07-02_02-24,claude-fable-5,B4,0
2026-07-02_02-24,claude-fable-5,B5,0
2026-07-02_02-24,claude-fable-5,B6,0
2026-07-02_02-24,claude-fable-5,C1,1
2026-07-02_02-24,claude-fable-5,C2,1
2026-07-02_02-24,claude-fable-5,C3,1
2026-07-02_02-24,claude-fable-5,C4,1
2026-07-02_02-24,claude-fable-5,C5,1
2026-07-02_02-24,claude-fable-5,C6,0
2026-07-02_02-24,claude-fable-5,C7,1
2026-07-02_02-24,claude-fable-5,C8,0
2026-07-02_02-24,claude-fable-5,C9,0
2026-07-02_02-24,claude-fable-5,D1,0
2026-07-02_02-24,claude-fable-5,D2,1
2026-07-02_02-24,claude-fable-5,D3,0
2026-07-02_02-24,claude-fable-5,D4,0
2026-07-02_02-24,claude-fable-5,D5,0
2026-07-02_02-24,claude-fable-5,D6,0
2026-07-02_02-24,claude-fable-5,E1,1
2026-07-02_02-24,claude-fable-5,E2,1
2026-07-02_02-24,claude-fable-5,E3,1
2026-07-02_02-24,claude-fable-5,E4,0.5
2026-07-02_02-24,claude-fable-5,E5,0
2026-07-02_02-24,claude-fable-5,E6,0
2026-07-02_02-24,claude-fable-5,E7,1
2026-07-02_02-24,claude-fable-5,E8,1
2026-07-02_02-24,claude-fable-5,F1,0
2026-07-02_02-24,claude-fable-5,F2,0
2026-07-02_02-24,claude-fable-5,F3,1
2026-07-02_02-24,claude-fable-5,F4,0.5
2026-07-02_02-24,claude-fable-5,G1,0
2026-07-02_02-24,claude-fable-5,G2,0
2026-07-02_02-24,claude-fable-5,G3,0
2026-07-02_02-24,claude-fable-5,G4,1
2026-07-02_02-24,claude-fable-5,G5,0
2026-07-02_02-24,claude-fable-5,G6,1
2026-07-02_02-24,claude-fable-5,G7,0
2026-07-02_02-24,claude-fable-5,G8,1
2026-07-02_02-24,claude-fable-5,G9,1
2026-07-02_02-24,claude-fable-5,G10,0
2026-07-02_02-24,claude-fable-5,G11,0
2026-07-02_02-24,claude-fable-5,G12,1
2026-07-02_02-24,claude-fable-5,G13,0
2026-07-02_02-24,claude-fable-5,G14,0
2026-07-02_02-24,claude-fable-5,G15,1
2026-07-02_02-24,claude-fable-5,G16,0
2026-07-05_16-27,claude-opus-4-8,A1,1
2026-07-05_16-27,claude-opus-4-8,A2,0
2026-07-05_16-27,claude-opus-4-8,A3,0
2026-07-05_16-27,claude-opus-4-8,A4,1
2026-07-05_16-27,claude-opus-4-8,A5,0
2026-07-05_16-27,claude-opus-4-8,A6,0
2026-07-05_16-27,claude-opus-4-8,A9,0
2026-07-05_16-27,claude-opus-4-8,A10,1
2026-07-05_16-27,claude-opus-4-8,A11,1
2026-07-05_16-27,claude-opus-4-8,B1,0
2026-07-05_16-27,claude-opus-4-8,B2,1
2026-07-05_16-27,claude-opus-4-8,B3,0
2026-07-05_16-27,claude-opus-4-8,B4,0
2026-07-05_16-27,claude-opus-4-8,B5,1
2026-07-05_16-27,claude-opus-4-8,B6,0
2026-07-05_16-27,claude-opus-4-8,C1,1
2026-07-05_16-27,claude-opus-4-8,C2,1
2026-07-05_16-27,claude-opus-4-8,C3,0.5
2026-07-05_16-27,claude-opus-4-8,C4,1
2026-07-05_16-27,claude-opus-4-8,C5,1
2026-07-05_16-27,claude-opus-4-8,C6,0
2026-07-05_16-27,claude-opus-4-8,C7,1
2026-07-05_16-27,claude-opus-4-8,C8,0
2026-07-05_16-27,claude-opus-4-8,C9,0
2026-07-05_16-27,claude-opus-4-8,D1,0
2026-07-05_16-27,claude-opus-4-8,D2,1
2026-07-05_16-27,claude-opus-4-8,D3,0
2026-07-05_16-27,claude-opus-4-8,D4,0
2026-07-05_16-27,claude-opus-4-8,D5,0
2026-07-05_16-27,claude-opus-4-8,D6,0
2026-07-05_16-27,claude-opus-4-8,E1,1
2026-07-05_16-27,claude-opus-4-8,E2,1
2026-07-05_16-27,claude-opus-4-8,E3,1
2026-07-05_16-27,claude-opus-4-8,E4,0.5
2026-07-05_16-27,claude-opus-4-8,E5,0.5
2026-07-05_16-27,claude-opus-4-8,E6,0
2026-07-05_16-27,claude-opus-4-8,E7,1
2026-07-05_16-27,claude-opus-4-8,E8,1
2026-07-05_16-27,claude-opus-4-8,F1,0
2026-07-05_16-27,claude-opus-4-8,F2,0
2026-07-05_16-27,claude-opus-4-8,F3,1
2026-07-05_16-27,claude-opus-4-8,F4,0
2026-07-05_16-27,claude-opus-4-8,G1,0
2026-07-05_16-27,claude-opus-4-8,G2,0
2026-07-05_16-27,claude-opus-4-8,G3,0
2026-07-05_16-27,claude-opus-4-8,G4,1
2026-07-05_16-27,claude-opus-4-8,G5,0
2026-07-05_16-27,claude-opus-4-8,G6,0.5
2026-07-05_16-27,claude-opus-4-8,G7,0
2026-07-05_16-27,claude-opus-4-8,G8,1
2026-07-05_16-27,claude-opus-4-8,G9,0
2026-07-05_16-27,claude-opus-4-8,G10,0
2026-07-05_16-27,claude-opus-4-8,G11,0
2026-07-05_16-27,claude-opus-4-8,G12,1
2026-07-05_16-27,claude-opus-4-8,G13,0
2026-07-05_16-27,claude-opus-4-8,G14,0
2026-07-05_16-27,claude-opus-4-8,G15,1
2026-07-05_16-27,claude-opus-4-8,G16,1
2026-07-05_16-27,claude-fable-5,A1,1
2026-07-05_16-27,claude-fable-5,A2,0
2026-07-05_16-27,claude-fable-5,A3,0
2026-07-05_16-27,claude-fable-5,A4,1
2026-07-05_16-27,claude-fable-5,A5,0
2026-07-05_16-27,claude-fable-5,A6,1
2026-07-05_16-27,claude-fable-5,A9,0
2026-07-05_16-27,claude-fable-5,A10,1
2026-07-05_16-27,claude-fable-5,A11,1
2026-07-05_16-27,claude-fable-5,B1,0
2026-07-05_16-27,claude-fable-5,B2,1
2026-07-05_16-27,claude-fable-5,B3,1
2026-07-05_16-27,claude-fable-5,B4,0
2026-07-05_16-27,claude-fable-5,B5,0
2026-07-05_16-27,claude-fable-5,B6,0
2026-07-05_16-27,claude-fable-5,C1,1
2026-07-05_16-27,claude-fable-5,C2,1
2026-07-05_16-27,claude-fable-5,C3,1
2026-07-05_16-27,claude-fable-5,C4,1
2026-07-05_16-27,claude-fable-5,C5,1
2026-07-05_16-27,claude-fable-5,C6,0
2026-07-05_16-27,claude-fable-5,C7,1
2026-07-05_16-27,claude-fable-5,C8,0
2026-07-05_16-27,claude-fable-5,C9,0
2026-07-05_16-27,claude-fable-5,D1,0
2026-07-05_16-27,claude-fable-5,D2,1
2026-07-05_16-27,claude-fable-5,D3,0
2026-07-05_16-27,claude-fable-5,D4,0.5
2026-07-05_16-27,claude-fable-5,D5,0
2026-07-05_16-27,claude-fable-5,D6,0
2026-07-05_16-27,claude-fable-5,E1,1
2026-07-05_16-27,claude-fable-5,E2,1
2026-07-05_16-27,claude-fable-5,E3,1
2026-07-05_16-27,claude-fable-5,E4,0
2026-07-05_16-27,claude-fable-5,E5,1
2026-07-05_16-27,claude-fable-5,E6,0
2026-07-05_16-27,claude-fable-5,E7,1
2026-07-05_16-27,claude-fable-5,E8,1
2026-07-05_16-27,claude-fable-5,F1,0
2026-07-05_16-27,claude-fable-5,F2,0
2026-07-05_16-27,claude-fable-5,F3,1
2026-07-05_16-27,claude-fable-5,F4,0
2026-07-05_16-27,claude-fable-5,G1,0
2026-07-05_16-27,claude-fable-5,G2,0
2026-07-05_16-27,claude-fable-5,G3,0
2026-07-05_16-27,claude-fable-5,G4,1
2026-07-05_16-27,claude-fable-5,G5,0
2026-07-05_16-27,claude-fable-5,G6,1
2026-07-05_16-27,claude-fable-5,G7,0
2026-07-05_16-27,claude-fable-5,G8,1
2026-07-05_16-27,claude-fable-5,G9,0
2026-07-05_16-27,claude-fable-5,G10,1
2026-07-05_16-27,claude-fable-5,G11,0
2026-07-05_16-27,claude-fable-5,G12,1
2026-07-05_16-27,claude-fable-5,G13,0
2026-07-05_16-27,claude-fable-5,G14,0
2026-07-05_16-27,claude-fable-5,G15,1
2026-07-05_16-27,claude-fable-5,G16,0
2026-07-05_16-37,claude-fable-5,A1,1
